Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total big chances saved_Total,total effective clearance_Total,total mins played,total accurate cross_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total aerial won_Total,total interception_Total,total assists_Total,total goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total big chances saved_p90,total effective clearance_p90,total accurate cross_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total aerial won_p90,total interception_p90,total assists_p90,total goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total big chances saved_TotalPR,total effective clearance_TotalPR,total accurate cross_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total aerial won_TotalPR,total interception_TotalPR,total assists_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total big chances saved_p90PR,total effective clearance_p90PR,total accurate cross_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total aerial won_p90PR,total interception_p90PR,total assists_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,Jeremy Antonisse,24,Attacker,Curaçao,Striker,21.0,51.0,3.0,70.0,0.0,6.0,309.0,2.0,5.0,3.0,2.0,1.0,0.0,8.0,10.0,10.0,1.0,10.0,2.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,81.4,100.0,40.0,50.0,33.33,38.46,60.0,100.0,0.1827726723792654,0.4267958163575849,2.0,8.0,0.18662507,5.0,7.0,6.0,0.3712866899999998,26.0,6.116504854368932,14.854368932038836,0.8737864077669903,20.388349514563107,0.0,1.7475728155339807,0.5825242718446603,1.4563106796116505,0.8737864077669903,0.5825242718446603,0.2912621359223301,0.0,2.330097087378641,2.912621359223301,2.912621359223301,0.2912621359223301,2.912621359223301,0.5825242718446603,1.1650485436893203,0.2912621359223301,0.8737864077669903,0.5825242718446603,0.0,0.0,0.0,81.4,100.0,40.0,50.0,33.33,38.46,60.0,100.0,0.0532347589454171,0.1243094610750247,0.5825242718446603,2.330097087378641,0.0543568165048543,1.4563106796116505,2.0388349514563107,1.7475728155339807,0.1081417543689319,7.572815533980583,LW,80,80,100,60,60,100,60,60,40,40,40,40,80,80,40,40,40,20,80,60,50,40,50,50,60,80,100,60,90,40,40,100,90,20,60,70,80,60,80,60,60,60,60,60,60,100,60,60,100,60,60,20,40,20,40,60,80,20,40,40,20,80,40,40,20,50,50,60,80,100,60,90,40,40,100,90,20,60,60,60,40,60,60,60,40,60,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,1kndk881q0hdfgmelosn1swkp,I. Kosti,Ioannis Kosti,26,Midfielder,Cyprus,Midfielder,84.0,93.0,17.0,175.0,0.0,1.0,340.0,2.0,4.0,5.0,1.0,4.0,3.0,8.0,9.0,27.0,0.0,6.0,9.0,4.0,9.0,3.0,3.0,0.0,0.0,0.0,89.74,80.95,12.5,50.0,0.0,51.92,42.86,81.82,0.399556831385576,0.2778847231450977,1.0,6.0,0.16607309,2.0,17.0,18.0,0.3194498899999998,71.0,22.23529411764705,24.61764705882353,4.5,46.32352941176471,0.0,0.2647058823529412,0.5294117647058824,1.0588235294117647,1.3235294117647058,0.2647058823529412,1.0588235294117647,0.7941176470588236,2.117647058823529,2.3823529411764706,7.147058823529412,0.0,1.5882352941176472,2.3823529411764706,1.0588235294117647,2.3823529411764706,0.7941176470588236,0.7941176470588236,0.0,0.0,0.0,89.74,80.95,12.5,50.0,0.0,51.92,42.86,81.82,0.1057650436020642,0.0735577208325258,0.2647058823529412,1.5882352941176472,0.0439605238235294,0.5294117647058824,4.5,4.764705882352941,0.0845602649999999,18.794117647058822,DM/CM,94,94,81,94,53,12,88,75,91,69,94,97,100,100,94,25,88,94,94,100,69,53,44,41,50,81,94,56,47,25,56,44,94,88,69,53,56,81,41,62,69,38,62,69,88,75,81,53,6,88,81,88,56,94,100,100,100,94,25,88,94,94,100,62,50,44,41,50,81,94,56,47,25,56,44,94,88,56,44,50,75,38,56,62,31,50,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,3fwb5x78f4ho908qi98lx2jv8,M. Cobnan,Moses Cobnan,24,Attacker,Nigeria,Striker,4.0,15.0,1.0,19.0,0.0,2.0,200.0,0.0,1.0,5.0,2.0,3.0,0.0,2.0,3.0,9.0,1.0,6.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,63.33,25.0,0.0,50.0,20.0,33.33,28.57,33.33,0.3701638805769272,0.1232546846666062,3.0,1.0,0.06442595,0.0,0.0,0.0,0.06774804,3.0,1.7999999999999998,6.75,0.4499999999999999,8.549999999999999,0.0,0.8999999999999999,0.0,0.4499999999999999,2.25,0.8999999999999999,1.35,0.0,0.8999999999999999,1.35,4.05,0.4499999999999999,2.7,1.35,0.4499999999999999,0.4499999999999999,0.8999999999999999,0.0,0.0,0.0,0.0,63.33,25.0,0.0,50.0,20.0,33.33,28.57,33.33,0.1665737462596172,0.0554646080999727,1.35,0.4499999999999999,0.0289916774999999,0.0,0.0,0.0,0.0304866179999999,1.35,ST,9,17,37,4,52,63,28,28,33,20,85,13,22,26,13,28,15,26,28,39,30,28,43,30,52,22,24,28,80,26,22,37,30,30,39,80,17,35,17,9,9,35,7,9,35,52,4,52,78,28,35,52,22,96,13,26,30,22,39,26,30,35,48,41,28,43,30,52,22,24,28,80,26,22,37,30,43,52,87,22,48,17,9,9,39,9,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,6azl0lha4apwohc4jmbaiosx6,I. Tsivelekidis,Ioannis Tsivelekidis,27,Defender,Greece,Defender,154.0,53.0,13.0,207.0,0.0,20.0,350.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,87.34,43.33,0.0,0.0,0.0,66.67,61.54,10.0,0.0,0.0426389128611727,0.0,0.0,0.0,0.0,16.0,12.0,0.2733805,138.0,39.6,13.628571428571428,3.342857142857143,53.22857142857143,0.0,5.142857142857143,0.0,0.2571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,4.628571428571429,0.0,0.0,0.0,0.0,0.2571428571428572,2.0571428571428574,1.542857142857143,0.0,0.0,0.0,87.34,43.33,0.0,0.0,0.0,66.67,61.54,10.0,0.0,0.0109642918785872,0.0,0.0,0.0,0.0,4.114285714285715,3.085714285714286,0.0702978428571428,35.48571428571429,CB,88,65,58,85,44,69,42,52,12,19,40,33,27,27,71,42,12,10,35,19,58,83,48,48,52,46,31,42,35,42,77,56,15,12,46,42,13,13,21,83,52,54,85,85,54,46,73,44,50,42,54,12,19,40,33,27,27,58,42,12,10,35,15,58,81,48,48,52,46,31,42,35,42,77,56,15,12,46,42,13,13,21,77,46,42,77,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,6jwukpnimx6qacfukiclb1c2y,P. Liagas,Panagiotis Liagas,26,Defender,Greece,Defender,115.0,53.0,22.0,168.0,0.0,16.0,270.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,16.0,0.0,2.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,88.89,59.46,0.0,33.33,0.0,51.61,33.33,71.43,0.0831591069457623,0.0,0.0,2.0,0.03375124,0.0,15.0,16.0,0.3180654800000001,101.0,38.333333333333336,17.666666666666668,7.333333333333333,56.0,0.0,5.333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,5.333333333333333,0.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,88.89,59.46,0.0,33.33,0.0,51.61,33.33,71.43,0.0277197023152541,0.0,0.0,0.6666666666666666,0.0112504133333333,0.0,5.0,5.333333333333333,0.1060218266666667,33.666666666666664,CB,77,65,96,73,44,44,42,17,33,46,40,33,92,90,50,42,38,77,79,88,23,6,48,48,52,69,63,42,69,42,42,8,73,31,21,42,46,42,21,75,81,69,73,81,73,96,77,44,54,42,17,42,54,40,33,92,92,69,42,42,85,85,96,27,6,48,48,52,69,63,42,69,42,42,8,73,38,21,42,50,46,21,85,85,73,73,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,6se7wd1ehvud0xixncdq991t6,A. Pantea,Alexandru Pantea,23,Defender,Romania,Defender,59.0,45.0,7.0,101.0,0.0,12.0,352.0,3.0,8.0,5.0,1.0,4.0,2.0,2.0,2.0,13.0,1.0,3.0,1.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,70.14,25.93,18.75,0.0,20.0,36.11,42.86,77.78,0.2257157755807927,0.7123955192271592,3.0,3.0,0.06377625,1.0,9.0,11.0,0.70962492,54.0,15.085227272727272,11.505681818181818,1.7897727272727273,25.82386363636364,0.0,3.0681818181818183,0.7670454545454546,2.0454545454545454,1.278409090909091,0.2556818181818182,1.0227272727272727,0.5113636363636364,0.5113636363636364,0.5113636363636364,3.3238636363636367,0.2556818181818182,0.7670454545454546,0.2556818181818182,0.0,1.7897727272727273,0.7670454545454546,1.0227272727272727,0.0,0.0,0.0,70.14,25.93,18.75,0.0,20.0,36.11,42.86,77.78,0.0577114198928163,0.1821465816205804,0.7670454545454546,0.7670454545454546,0.0163064275568181,0.2556818181818182,2.301136363636364,2.8125,0.1814381897727272,13.806818181818182,RB/RCB,42,67,75,50,50,67,92,100,79,42,96,88,62,58,50,79,33,12,17,96,50,71,46,46,54,17,33,62,17,79,8,33,62,58,100,83,50,42,33,83,75,92,54,42,67,75,42,50,58,92,100,83,33,100,83,58,58,42,83,33,17,17,100,50,58,46,46,54,17,33,62,17,79,8,33,62,58,100,83,50,42,17,75,75,92,50,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,89n3phkna1s7hv6za2fw7le96,G. Nikas,Giorgos Nikas,26,Midfielder,Greece,Midfielder,29.0,23.0,2.0,51.0,0.0,9.0,227.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,20.0,0.0,2.0,3.0,3.0,0.0,11.0,3.0,0.0,0.0,0.0,77.27,33.33,33.33,60.0,0.0,57.14,61.11,0.0,0.0,0.1263702767862404,0.0,2.0,0.05508396,0.0,3.0,5.0,0.14973802,25.0,11.497797356828194,9.118942731277532,0.7929515418502203,20.22026431718061,0.0,3.5682819383259914,0.3964757709251101,0.3964757709251101,0.0,0.0,0.0,0.0,1.9823788546255507,1.9823788546255507,7.929515418502203,0.0,0.7929515418502203,1.1894273127753303,1.1894273127753303,0.0,4.361233480176211,1.1894273127753303,0.0,0.0,0.0,77.27,33.33,33.33,60.0,0.0,57.14,61.11,0.0,0.0,0.0501027529108442,0.0,0.7929515418502203,0.0218394555066079,0.0,1.1894273127753303,1.9823788546255507,0.0593674969162995,9.911894273127754,CM,100,100,100,100,75,100,100,100,50,50,50,50,50,50,100,50,50,50,75,50,100,100,75,50,75,50,50,100,100,50,100,100,50,50,100,50,100,100,75,100,100,100,100,100,100,100,100,75,100,100,100,50,50,50,50,50,50,100,50,50,50,100,50,100,100,75,50,75,50,50,100,100,50,100,100,50,50,100,50,100,100,75,100,100,100,100,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,Dimitris Emmanouilidis,25,Attacker,Greece,Striker,12.0,15.0,1.0,27.0,0.0,4.0,214.0,0.0,2.0,3.0,3.0,0.0,1.0,8.0,9.0,17.0,0.0,13.0,4.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,58.7,33.33,0.0,25.0,0.0,45.95,38.89,100.0,0.3367631680422783,0.1207934390680649,1.0,1.0,0.0174506,1.0,2.0,2.0,0.02620571,7.0,5.046728971962617,6.308411214953271,0.4205607476635514,11.355140186915888,0.0,1.6822429906542056,0.0,0.8411214953271028,1.2616822429906542,1.2616822429906542,0.0,0.4205607476635514,3.364485981308411,3.785046728971962,7.149532710280374,0.0,5.4672897196261685,1.6822429906542056,0.8411214953271028,1.6822429906542056,2.94392523364486,0.0,0.0,0.0,0.0,58.7,33.33,0.0,25.0,0.0,45.95,38.89,100.0,0.1416293697374067,0.050800979047317,0.4205607476635514,0.4205607476635514,0.0073390373831775,0.4205607476635514,0.8411214953271028,0.8411214953271028,0.0110210929906542,2.94392523364486,ST,35,17,37,26,52,96,28,46,20,28,17,43,80,83,59,9,57,35,46,85,72,28,43,30,52,9,43,28,26,9,48,52,93,17,35,43,17,17,48,30,41,13,22,61,26,43,43,52,100,28,52,26,39,17,57,91,91,74,9,78,43,57,91,87,28,43,30,52,9,43,28,26,9,48,52,93,22,48,52,17,17,57,39,48,13,22,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,arno836luk92dc3iaqaxnrvca,A. Urzi,Agustín Urzi,26,Attacker,Argentina,Striker,20.0,63.0,3.0,76.0,0.0,4.0,300.0,7.0,5.0,4.0,1.0,3.0,3.0,6.0,7.0,22.0,0.0,3.0,13.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,73.08,27.27,43.75,50.0,0.0,62.86,42.86,66.67,0.3531122502469732,0.4658051237759503,3.0,8.0,0.27651451,6.0,7.0,12.0,0.35577182,27.0,6.0,18.9,0.8999999999999999,22.8,0.0,1.2,2.1,1.5,1.2,0.3,0.8999999999999999,0.8999999999999999,1.7999999999999998,2.1,6.6,0.0,0.8999999999999999,3.9,0.8999999999999999,0.6,0.8999999999999999,0.6,0.0,0.0,0.0,73.08,27.27,43.75,50.0,0.0,62.86,42.86,66.67,0.1059336750740919,0.1397415371327851,0.8999999999999999,2.4,0.082954353,1.7999999999999998,2.1,3.6,0.106731546,8.1,ST,74,91,76,87,52,96,100,74,26,9,85,83,57,63,83,9,9,93,65,57,46,89,43,30,52,65,33,91,80,9,96,57,59,22,83,80,91,96,100,91,98,83,85,74,91,74,87,52,96,96,65,22,9,83,83,57,61,70,9,9,96,61,57,41,91,43,30,52,65,33,91,80,9,96,57,59,13,74,74,91,91,100,87,96,74,87,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,dlbueujxw813rwoa273wpg12i,M. Vichos,Marios Vichos,26,Midfielder,Greece,Midfielder,28.0,45.0,4.0,73.0,0.0,10.0,360.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,5.0,19.0,0.0,5.0,7.0,1.0,4.0,6.0,4.0,0.0,0.0,0.0,65.77,23.53,0.0,25.0,0.0,65.52,54.55,66.67,0.0465458160364185,0.1205007319938438,0.0,4.0,0.10295903,0.0,10.0,9.0,0.26262535,34.0,7.0,11.25,1.0,18.25,0.0,2.5,0.0,0.5,0.25,0.0,0.25,0.25,1.0,1.25,4.75,0.0,1.25,1.75,0.25,1.0,1.5,1.0,0.0,0.0,0.0,65.77,23.53,0.0,25.0,0.0,65.52,54.55,66.67,0.0116364540091046,0.0301251829984609,0.0,1.0,0.0257397575,0.0,2.5,2.25,0.0656563375,8.5,LM/LCM,67,33,100,33,67,67,33,50,50,50,83,83,67,67,67,50,67,83,67,100,100,67,67,67,67,33,100,33,67,50,100,100,100,67,33,33,50,67,33,67,33,33,33,67,33,100,33,67,67,33,33,50,50,83,67,67,67,67,50,67,67,67,100,100,67,67,67,67,33,100,33,67,50,100,100,100,67,33,33,50,67,33,67,33,33,33,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,2a1bi1okuzvj0ch689nxotgid,Aitor Cantalapiedra,Aitor Cantalapiedra Fernández,30,Attacker,Spain,Striker,35.0,40.0,1.0,72.0,0.0,3.0,205.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,80.0,33.33,42.86,0.0,0.0,38.89,40.0,100.0,0.1884033285930454,0.1865198680210027,2.0,4.0,0.08755593,2.0,9.0,9.0,0.35919414,33.0,15.365853658536588,17.5609756097561,0.4390243902439024,31.60975609756097,0.0,1.3170731707317074,1.3170731707317074,0.8780487804878049,0.8780487804878049,0.0,0.8780487804878049,0.0,0.0,0.0,3.073170731707317,0.0,0.8780487804878049,1.7560975609756098,0.0,0.4390243902439024,0.8780487804878049,0.8780487804878049,0.0,0.0,0.0,80.0,33.33,42.86,0.0,0.0,38.89,40.0,100.0,0.0827136564554833,0.0818867713262938,0.8780487804878049,1.7560975609756098,0.0384391887804878,0.8780487804878049,3.951219512195122,3.951219512195122,0.1576949882926829,14.48780487804878,LW,100,60,50,80,60,50,90,40,20,20,80,40,20,20,20,20,20,50,20,60,20,40,50,50,60,60,50,80,20,20,60,60,90,40,40,70,20,20,30,80,80,40,80,100,80,60,80,60,60,100,40,40,20,100,40,20,20,40,20,20,60,20,80,60,80,50,50,60,60,50,80,20,20,60,60,90,40,40,100,40,20,40,100,80,80,100,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,2hvo0y7v3ot6560ft65yst2ad,L. Dickmann,Lorenzo Dickmann,29,Defender,Italy,Defender,28.0,35.0,3.0,60.0,0.0,6.0,291.0,3.0,3.0,6.0,5.0,1.0,1.0,2.0,2.0,10.0,0.0,12.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,69.77,23.08,60.0,50.0,0.0,40.0,50.0,25.0,0.5172544135539708,0.1946736093178232,1.0,1.0,0.0174506,1.0,5.0,6.0,0.2273576699999999,26.0,8.65979381443299,10.824742268041238,0.9278350515463918,18.55670103092784,0.0,1.855670103092784,0.9278350515463918,0.9278350515463918,1.855670103092784,1.5463917525773196,0.3092783505154639,0.3092783505154639,0.6185567010309279,0.6185567010309279,3.09278350515464,0.0,3.711340206185567,1.2371134020618555,0.3092783505154639,0.3092783505154639,0.3092783505154639,0.9278350515463918,0.0,0.0,0.0,69.77,23.08,60.0,50.0,0.0,40.0,50.0,25.0,0.1599755918208157,0.0602083327787082,0.3092783505154639,0.3092783505154639,0.0053970927835051,0.3092783505154639,1.5463917525773196,1.855670103092784,0.0703168051546391,8.041237113402062,RB/RCB,8,46,46,8,50,25,92,62,92,100,50,58,62,58,25,38,96,75,50,21,25,33,46,46,54,8,17,92,38,38,17,54,8,83,58,50,21,25,33,33,17,50,17,17,50,58,8,50,25,100,67,100,100,50,67,67,67,33,38,100,75,58,25,25,33,46,46,54,8,17,92,38,38,17,54,8,92,58,50,25,25,42,42,33,42,17,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,2jvkdusyl6zxjo3y5elcmwmzu,T. Nuss,Thiago Nuss,25,Attacker,Argentina,Striker,19.0,19.0,2.0,38.0,0.0,1.0,219.0,0.0,1.0,4.0,3.0,1.0,1.0,7.0,7.0,19.0,2.0,16.0,9.0,2.0,1.0,4.0,3.0,0.0,1.0,0.0,79.17,66.67,0.0,28.57,50.0,48.72,57.14,25.0,0.276784232613136,0.0795791237395776,1.0,7.0,0.2001482,4.0,2.0,3.0,0.07351851,12.0,7.808219178082193,7.808219178082193,0.8219178082191781,15.616438356164386,0.0,0.4109589041095891,0.0,0.4109589041095891,1.6438356164383563,1.2328767123287672,0.4109589041095891,0.4109589041095891,2.876712328767124,2.876712328767124,7.808219178082193,0.8219178082191781,6.575342465753425,3.6986301369863015,0.8219178082191781,0.4109589041095891,1.6438356164383563,1.2328767123287672,0.0,0.4109589041095891,0.0,79.17,66.67,0.0,28.57,50.0,48.72,57.14,25.0,0.1137469449095079,0.0327037494820181,0.4109589041095891,2.876712328767124,0.0822526849315068,1.6438356164383563,0.8219178082191781,1.2328767123287672,0.0302130863013698,4.931506849315069,LW,50,20,80,20,60,20,30,20,60,60,40,80,60,60,100,60,80,100,50,60,90,90,50,100,60,40,80,30,40,60,100,80,40,60,20,40,60,80,60,20,20,20,20,80,20,80,20,60,20,30,20,60,80,60,80,80,60,100,60,100,100,60,60,100,100,50,100,60,40,80,30,40,60,100,80,40,60,20,40,80,80,80,20,20,20,40,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,70v57ssdhacnnofq0s6kuf21g,K. Kostoulas,Konstantinos Kostoulas,21,Defender,Greece,Defender,73.0,27.0,3.0,100.0,0.0,10.0,225.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,0.0,3.0,3.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,86.96,27.27,0.0,100.0,0.0,71.43,62.5,100.0,0.0991840627199247,0.0,0.0,4.0,0.09109461,1.0,6.0,7.0,0.22281436,54.0,29.2,10.8,1.2,40.0,0.0,4.0,0.0,0.0,0.4,0.4,0.0,0.0,0.4,0.4,4.0,0.0,1.2,1.2,0.4,0.4,2.0,1.2,0.0,0.0,0.0,86.96,27.27,0.0,100.0,0.0,71.43,62.5,100.0,0.0396736250879698,0.0,0.0,1.6,0.036437844,0.4,2.4,2.8,0.0891257439999999,21.6,RB/RCB,75,8,46,42,50,58,21,17,21,42,25,25,29,25,25,38,33,62,50,21,71,33,46,46,54,67,42,21,88,38,92,92,88,17,17,25,58,58,33,50,38,42,54,100,42,67,83,50,75,21,17,25,58,25,25,50,42,67,38,58,67,67,33,92,92,46,46,54,67,42,21,88,38,92,92,88,33,17,25,75,67,50,83,67,58,92,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,7ec53rkdi4cxa4karq07k7hlh,T. Androutsos,Thanasis Androutsos,29,Midfielder,Greece,Midfielder,64.0,52.0,7.0,115.0,0.0,6.0,251.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,11.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,89.15,77.78,33.33,50.0,100.0,50.0,50.0,50.0,0.1372366672540563,0.2245938736730046,0.0,4.0,0.10826604,5.0,6.0,6.0,0.3718215199999998,46.0,22.948207171314746,18.64541832669323,2.50996015936255,41.235059760956176,0.0,2.1513944223107573,0.3585657370517928,0.7171314741035857,0.3585657370517928,0.3585657370517928,0.0,0.0,1.4342629482071714,1.4342629482071714,3.944223107569721,0.3585657370517928,1.0756972111553786,1.4342629482071714,0.7171314741035857,0.7171314741035857,0.3585657370517928,1.4342629482071714,0.0,0.3585657370517928,0.0,89.15,77.78,33.33,50.0,100.0,50.0,50.0,50.0,0.0492083667444823,0.0805316678508781,0.0,1.4342629482071714,0.0388204924302788,1.7928286852589643,2.1513944223107573,2.1513944223107573,0.1333224573705178,16.49402390438247,DM/CM,56,44,47,44,53,75,62,34,25,69,12,25,75,75,31,69,53,34,59,38,28,75,44,91,50,75,88,66,47,97,50,53,34,50,56,16,34,44,94,25,19,62,31,75,31,50,62,53,88,69,38,31,75,12,25,88,88,44,69,56,38,69,38,25,81,44,100,50,75,88,66,47,97,50,53,34,50,62,16,38,56,100,19,25,69,31,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,Dimitrios Nikolaou,28,Defender,Greece,Defender,165.0,49.0,8.0,213.0,0.0,11.0,283.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,95.09,61.54,100.0,100.0,0.0,60.0,66.67,33.33,0.1651542839194521,0.0924752846141505,0.0,3.0,0.05417292,0.0,11.0,13.0,0.32432562,133.0,52.47349823321555,15.583038869257951,2.5441696113074204,67.73851590106007,0.0,3.498233215547703,0.3180212014134275,0.6360424028268551,0.3180212014134275,0.3180212014134275,0.0,0.0,0.3180212014134275,0.3180212014134275,2.862190812720848,0.0,0.3180212014134275,0.9540636042402828,0.3180212014134275,0.3180212014134275,0.6360424028268551,0.6360424028268551,0.0,0.0,0.0,95.09,61.54,100.0,100.0,0.0,60.0,66.67,33.33,0.0525225637906384,0.0294091011140407,0.0,0.9540636042402828,0.0172281371024735,0.0,3.498233215547703,4.134275618374558,0.1031424233215547,42.29681978798587,LB/LCB,100,54,73,100,54,92,38,54,46,58,42,46,35,35,31,38,19,54,54,12,42,19,42,54,54,100,92,100,92,38,69,100,12,69,38,38,42,31,19,85,81,62,100,100,69,77,100,54,92,31,46,54,62,42,46,31,31,23,38,15,46,46,8,38,15,42,54,54,100,92,100,92,38,69,100,12,69,38,38,38,31,19,85,85,69,100,Greek Super League
